Type,Assignee,Created,Created Epoch,Description,Comments
Bug,Claus Ibsen,2008-10-20T15:33:27+0000,1224516807,ExceptionType handledPolicy is not exposed in the XSD.   See nabble thread http://www.nabble.com/RE%3A-How-to-express-new-%22handled%22-predicate-in-Spring-DSL-p20069223.html.,The spring DSL is really not easily usable for the more complex stuff you can do in Java.. Hi Claus   Yes  Spring DSL is limiting. However  would it be possible to simply expose the "HandledPolicy" setter so that I can dependency inject a value using Spring?  Ron. CAMEL-1014 is needed to allow using expressions/predicates. That will be in Camel 2.0  So I am thinking of setting a boolean you can use for handled as this is the most common use-case anyway?  What do you think Ron? <handled>true</handled>. Yes  that would be great.  Thanks   Ron. Great I have the java DSL example from here: http://activemq.apache.org/camel/exception-clause.html  Now working with Spring DSL. So I need to tidy it up and add some snippets so we can have the spring sample in the wiki doc as well.. See wiki for sample  http://cwiki.apache.org/confluence/display/CAMEL/Exception+Clause. Hi Claus   Thanks for the excellent support!  /Ron. Hey guys   If you want to use other expression languages in the handled element  I've just added support for this. So the simple boolean case now looks like  <handled>   <constant>true</constant> </handled>. Closing all 1.5.0 issues. 
Improvement,Hadrian Zbarcea,2008-10-20T16:13:24+0000,1224519204,See http://www.nabble.com/Clustered-Quartz-td20068086s22882.html  Currently Quartz only has CamelJob which implements Quartz's Job interface.  There is no option to use an implemenation of StatefulJob.  This causes problems when you may want to use a JDBC JobStore and have Quartz running on multiple machines  as you may end up with multiple jobs running together.  StatefulJob in effect allows for a blocking singleton style job on one machine.  Attached is a patch which adds a new URI parameter named "stateful"  which defaults to false.  When set to true it uses StatefulCamelJob.  One significant change to the QuartzComponent is that a reference to the CamelContext is now stored in the Quartz Scheduler.  This idea is taken from Spring's SchedulerFactoryBean which stores a reference to a Spring ApplicationContext.  This is needed as when using stateful jobs the URI of the Endpoint is stored instead of a reference to the endpoint.  This is to allow for the use of JDBC JobStore as the URI can be serialised and shared beteen participating schedulers.  Current Faults: Still has no notion of volatility Difference in operation between CamelJob and StatefulCamelJob is not strictly needed.   It may be less confusing if both versions simply store the URI instead of an endpoint reference. You need to use stateful if you want to use clustering at all due to the reason above.  This is mixing together clustering support and blocking functionality. In Camel 2 we may want to try rewriting this Component as it is becoming a little messy.  It would be nice to try and harness the power of Spring's SchedulerFactoryBean.,Working on new patch for 2.0. @Martin  do you mind if I take care of this? I think it would be good to have it in both 1.5.1 and 2.0.. Not at all Hadrian. I would love to see this in 1.5.1 as it is something we need to use fairly soon  but I have not had time to start the patch.  I would take a look at my comments above about "Current Faults". Refactoring my existing patch so that both stateful and non-stateful jobs use my new way of locating the endpoint will prevent having to maintain two ways of doing the same thing in the future.  The only other thing I have thought of is writing a test to show that quartz.properties is loaded correctly so that JDBC job stores and clustering can be configured.  If you get it into the trunk then I am more than happy to help write some tests and document it on the wiki when I start using it.  Thanks for your help.. Patch applied with thanks to Martin on both trunk and camel-1.x branch.. Closing 2.0m1 tickets. 
Bug,Claus Ibsen,2008-10-21T05:42:14+0000,1224567734,See attached patch for details  Unit test inspired by nabble: http://www.nabble.com/Wait-for-condition-td20064420s22882.html,Got a +1 from James. Closing 1.5 issues. 
New Feature,James Strachan,2008-10-21T08:20:07+0000,1224577207,There should be some way to stop a Route from either the XML (e.g. by routeID) or from a RouteBuilder,see the test case  http://svn.apache.org/repos/asf/camel/trunk/camel-core/src/test/java/org/apache/camel/impl/StartAndStopRoutesTest.java  for how we can start/stop routes based on their definition. Closing 2.0m1 tickets. 
Improvement,Claus Ibsen,2008-10-21T08:32:48+0000,1224577968,e.g.   public class Cheese {   public void foo(String bar) {...}    @Handler   public void bar(String cheese) {...}    Then if we did   from("seda:foo").bean(Cheese.class);    it'd be obvious.   I guess its pretty low priority as follks could always do   public class Cheese {   public void foo(String bar) {...}    public void bar(@Body String cheese) {...},Should definitely have a better name than @Handler  The @Body workaround is maybe not to obvious but will of course work as Camel will prefer annotated methods.. James what if there are other annotations?  public class Cheese {   public void foo(@Body String bar) {...}    @Handler    public void bar(String cheese) {...}     public void baz(Object ham)    What should happen? It should choose the foo method  but the @Handler does stand out much more since its a method annotation.  So I am not keen on this. What if it was the reverse. That it would always choose the @Handler if there are multiple choices?. If there are multiple possible methods then the same logic as we support now should kick in - throwing an exception due to ambiguous methods.  I guess we could repurpose the @Consumes method but just let folks omit any URI / ref?. What if @Consumes had a special parameter for this purpose  if we can get a good name?. I think I'd rather a new annotation than require a parameter value on an existing one.. Yes better with a new one  but then we gotta come up with a good name and parameter  or just name.  The purpose is to quickly being able to mark a method as the one Camel should invoke in a class that might have many methods and thus it could be hard to pick the best one. And to use annotations for meta data instead of specifying method=xxx in the Camel route?  Is @Handler the best name? Isnt it associated with all the web frameworks?. Yes @Handler is the best name. When its defined Camel will use this when it looks for method candidates.. trunk: 775955.  Updated wiki page as well for Bean Integration.  @Handler is the name. Closing all 2.0M2 tickets. 
Task,Claus Ibsen,2008-10-21T10:57:53+0000,1224586673,Write some more about that using @Headers Map headers you can also add new headers to the exchange. Whereas the @Header('headerId') is a read-only binding  eg you can add a new key with: headers.put("newKey"  "newValue");,Updated wiki at: http://activemq.apache.org/camel/parameter-binding-annotations.html. Closing 1.5 issues. 
Task,Unassigned,2008-10-21T11:14:49+0000,1224587689,I wonder if there's some way to create a better 'camel news blog' so we can have a simple RSS/Atom feed of all camel related news so folks can track it easier?   e.g. we tend to add stuff to the articles page... http://activemq.apache.org/articles.html  and we have a news page for ActiveMQ and for Camel. I wonder is there some simple way to kinda aggregate them all together so folks can subscribe to "ActiveMQ and Camel News' or something and get updates to any of these 3 feeds?,Something like what we did for http://servicemix.apache.org/servicemix-in-blogosphere.html?. yeah - that looks good. Folks can track using twitter  google search and whatnot today.. 
Task,Unassigned,2008-10-21T11:55:23+0000,1224590123,there are a number of DSL methods in the base class which can be kinda used anywhere - which can lead to confusion... e.g.  http://www.nabble.com/Non-registry-beans-td20088181s22882.html  as part of 2.0.0 we should try zap most of the public methods which don't make much sense - so we encourage folks to use the context based methods.  e.g. rather than   filter(someStaticMethod).to()    we should prefer   filter().xpath("..".to()    i.e. using filter(). in an IDE will show a better completion list than allowing any static method import,But sometimes you need to former when you need to build predicates  filter(header("type").in("gold silver")).to   You cannot do that in the fluent builder  filter().header("type").in("gold silver")).XXXX compiler gets fuzzed and you only have eg java.lang.Object methods  you can not continue the route to. 
Sub-task,James Strachan,2008-10-21T13:39:53+0000,1224596393,,see the documentation: http://cwiki.apache.org/CAMEL/guice-maven-plugin.html. Closing all 1.5.0 issues. 
Improvement,Unassigned,2008-10-21T13:51:50+0000,1224597110,particularly when running with 'mvn camel:run' or 'mvn guice:dot' then it tends to generate slightly messy looking diagrams,Closing all 1.5.0 issues. 
Improvement,James Strachan,2008-10-21T14:42:17+0000,1224600137,Just showing 'Bean Ref" is not terribly useful,Closing all 1.5.0 issues. 
Sub-task,Jonathan Anstey,2008-10-21T15:43:48+0000,1224603828,,Currently RedeliveryPolicyType will be generated into 7 sub elements. Why not use attributes for the 7 simple types?. I agree. Attributes are more suitable here. I've committed the change for this.. Closing 1.5 issues. 
Bug,Claus Ibsen,2008-10-21T16:03:34+0000,1224605014,It looks like children processors of load balancer are not being wrapped by interceptor strategy.  As a result  sendTo processors may not be debuggable by Debugger or monitored by JMX.,William  do you mind double check if there are other model types in camel-core that has this issue as well?. Sure Claus. I'll do a quick search.. Applied patch with thanks. I haven't found any other processor that's having the similar issue. I'll raise a JIRA when I do see any.. I think we should get rid of the casting to SendProcessor. It does not make too much sense.. Closing all 1.5.0 issues. 
Sub-task,Jonathan Anstey,2008-10-21T16:03:38+0000,1224605018,,Damm in ExpressionType everything is more or less @XmlTransient. Is this really needed? Don't we use ExpressionType in the Spring DSL already? For instance  I just used it in the ExceptionType... Maybe I'm missing something obvious here. Yeah sort of  you had to add a new class HandledPredicate to get it in the XSD for the onException. If we need it in other areas as well we have to add new classes there as well. There might be something we can do generally.  If not then .. well then we gotta add the needed classes.. Ah  I think I get it. You'd like to have a reusable JAXB class for creating an expression in an element  like:  <someProcessor>   <someConfigurableNameHere>     <xpath>...</xpath>   </someConfigurableNameHere> </someProcessor>   instead of including say the expression type directly  <someProcessor>   <xpath>...</xpath> </someProcessor>   Make sense?. I just committed a fix for this. Now to get something like this  <someProcessor>   <someConfigurableNameHere>     <xpath>...</xpath>   </someConfigurableNameHere> </someProcessor>   You need to add this to your model class:  @XmlElement(name = "someConfigurableNameHere"  required = false) private ExpressionSubElementType foo;. Closing 1.5 issues. 
Sub-task,Unassigned,2008-10-21T18:33:28+0000,1224614008,see    	http://activemq.apache.org/camel/bean-injection.html 	http://activemq.apache.org/camel/pojo-consuming.html 	http://activemq.apache.org/camel/pojo-producing.html,See the test cases EndpointInjectTest  ConsumeTest and ProduceTest in camel-guice. Closing all 1.5.0 issues. 
Bug,Jonathan Anstey,2008-10-21T21:51:10+0000,1224625870,In the org.apache.camel.util.MainSupport class  the option "-ad" (aggregate-dot) conflicts with the option "-a" (applicationContext) defined in org.apache.camel.spring.Main. Both start with "a". See MainSupport.java:437: fullName.startsWith(arg) yields true with -a and aggregate-dot.  I'm not sure if this is camel-spring or camel-core issue  it depends what was created first. It was working before so I guess the camel-core brought it in recently.  One of the options should be renamed. I would rename the -a to -ac in the camel-spring Main class. So the apps that used -a would barf on the non-existing option so people will know what's going on. What happens now is it just silently ignores your spring config file. Let me know if you need a patch for the change.,I forgot. Temporary woraround is using the full option name: -applicationContext instead of -a.. Nice catch Bela  thanks! I've committed a fix for this.. Closing all 1.5.0 issues. 
Sub-task,Jonathan Anstey,2008-10-22T04:01:34+0000,1224648094,,Sorry my bad  now I see the point. 
Improvement,Willem Jiang,2008-10-22T06:40:51+0000,1224657651,Imagine a use case when the target systems  where http messages have to be sent to  are maintained in a database. In that case the http uri is cannot be set in the camelcontext but it should come from the header of the message. So the http client should check first if there is an uri in the header and if not than use the one given in the camelcontext (like for querystring).,Patch replaced with the one based on the latest svn revision.. Applied patch with thanks to Balazs.  Also updated the wiki page.. Closing 2.0m1 tickets. 
Bug,Willem Jiang,2008-10-23T07:41:03+0000,1224747663,I develop an application on camel.It's routing logic as follows: <route> 	<from uri="cxf:bean:routerEndpoint" /> 	<try> 		<process ref="ipValidateProcessor" /> 		<choice> 			<when> 				<!-- First predicate --> 				<el>${in.headers.IP_VALIDATE_RESULT == 'true'}</el> 				<to uri="cxf:bean:serviceEndpoint" /> 				<process ref="responseProcessor" /> 			</when> 			<otherwise> 				<process ref="invalidIPProcessor" /> 			</otherwise> 		</choice> 		<catch> 			<exception>com.aspire.archtype.camel.exception.AppException</exception> 			<process ref="sreExceptionHandler"></process> 		</catch> 	</try> </route>  I do a pressure testing on this application with LoadRunner. My test case is as follows: 1. loadrunner send a reqeust 2. server receive the request  and then forward it to IPValidateProcessor 3. IPValidateProcessor set exchange.getIn().setHeader("IP_VALIDATE_RESULT"  "true");  4. do <to uri="cxf:bean:serviceEndpoint" /> 5. do <process ref="responseProcessor" /> 6. end  I only want to test the <when> clause in the routing logic. When only one virtual user runs the test case once  it runs ok. But when have 30 virtual users concurrent run for 1 minute  some of the transactions run into <otherwise> clause.I found that   they run into <otherwise> because in.headers.IP_VALIDATE_RESULT is null.  I don't now why  the same requests  most run into <when> clause  few  run into <otherwith> clause?,Are your virtual users using the same IP address to send the request ? Can you write the log in the responseProcessor for tracing the request?  I don't think it is a concurrent issue of camel  here are some document about it[1]. [1] http://activemq.apache.org/camel/parallel-processing-and-ordering.html. Did you try to send the request with 5   10  20 virtual user ?. IPValidateProcessor doesn't care about requestor's IP address  I hard code follow logic in the processor: exchange.getIn().setHeader("IP_VALIDATE_RESULT"  "true");. I try 10 virtual users  the same result.  I have upload my processors in the attachments.. some output log in the invalidIPProcessor: ... IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] Request ServiceID is [2674] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] Request ServiceID is [2674] IP_VALIDATE_RESULT is [null] .... After went through your code  I found you made a great mistake in your processor. You can't store the exchange as the object member  which is the critical variable when you run the processor in the multi-thread environment. Since more than one thread can change the exchange object in the IPValidateProcessor  that will explain why your IPValidateProcessor can't set the right exchange's message header. You need to keep your processors to use the original process method  which makes sure your processor's process method is reentrant function(可重入函数).. This is a user code error.. Willem  you are right.I have a mistake understanding about processor. Thanks a lot for your help!. Closing all 1.5.0 issues. 
Improvement,Willem Jiang,2008-10-23T12:37:15+0000,1224765435,http://www.nabble.com/Correlation-of-request-and-response-td20118949s22882.html,Closing all 1.5.0 issues. 
Bug,Claus Ibsen,2008-10-23T17:57:39+0000,1224784659,This is a ticket holding some issues I have seen with the examples we ship in Camel. Please add if you find any issues as well,camel-example-spring-jms  Throws a Spring exception during starup. Looks like a Spring Bug: http://jira.springframework.org/browse/SPR-4524 NO Ah it was the fact that the Camel Spring Main main arguments changed from a to ac to indicate which spring xml file to load. DONE. camel-example-spring-xquery  doesn't transform and output the first and lastname of James. So the name xml tag is empty in the output file in: target\outputFiles DONE. camel-example-guice-jms  The ANT build.xml file is a copy from another example DONE The readme.txt should also state that you need to download GUICE and GUICEFRUIT as well. DONE. camel-example-docs  Should not use DEBUG logging for Camel DONE. I can't find the way to download the guicyfuit without help of maven. Maybe we need to add a assembly module in guicyfuit to generate the kit.. @Willem. Yeah those wanna download the guicy stuff are in bad luck if not using maven. There is probably a ton of .jars to go hunt for in the repos   I am sure James would love some help/patches to his project so he could generate a nice .zip for non maven users as well. http://code.google.com/p/guiceyfruit/. @Claus  I just submitted a patch for adding an assembly module for guiceyfruit. Hope James will commit it soon.. 
Bug,Claus Ibsen,2008-10-23T18:10:29+0000,1224785429,The pipeline route such as:         from("seda:pipeline.in").to("seda:pipeline.out1"  "seda:pipeline.out2"  "seda:pipeline.out3");  Is not rendered correct. It looks like the multicast instead.,See also CAMEL-1021 where it warns about some images not being proper when generating the docs example. The choice DSL is rendered as a empty yellow box. If possible we should add the choice as text  Also the when text is written below the yellow box  if possible insert it into the box instead. See the docs example. I think actually I fixed there in the last 1.5 RC. Duplicate and already fixed in 1.5. 
Bug,Claus Ibsen,2008-10-24T05:51:53+0000,1224827513,And it has a few other areas as well that could be polished.,Committed a fix. Closing all 1.5.0 issues. 
Improvement,Unassigned,2008-10-24T08:12:59+0000,1224835979,mostly they are about setting key/value pairs and firing the expression off. I wonder if we could refactor the implementations of the languages so we mostly have a common bit of code that binds the state (exchange / headers / properties / body etc) and have a non-camel-exchange specific API so we could invoke the expressions from other libraries?,We had an API overhaul for 2.0. Lets keep it as is now.. 
Improvement,Unassigned,2008-10-24T08:14:28+0000,1224836068,I'd have thoughts lots of libraries would find the type conversion mechanism very useful?   No biggie but I wonder how Camel API dependent it really is - e.g. does it really need to depend on Exchange?,It depends on Exchange because then it can get hold on CamelContext to get hold of the TypeConverterRegistry where we can leverage other type converters.  Depending on Exchange also allows us to read properties/headers set for eg desired charset. For instance used by the byte[] converters.  So it is somewhat dependent on this. I dont think its feasable to break this to allow the type converter to be 100% not dependent on the Camel API.. Lets stick Camel to Camel. 
Bug,Hadrian Zbarcea,2008-10-24T10:25:05+0000,1224843905,Here is the non-blocking error appearing on the console in debug mode of Camel 1.4  2008-10-24 12:18:59 449 [00&period=60000] DEBUG ManagementContext              - Failed to create local registry java.rmi.server.ExportException: internal error: ObjID already in use 	at sun.rmi.transport.ObjectTable.putTarget(Unknown Source) 	at sun.rmi.transport.Transport.exportObject(Unknown Source) 	at sun.rmi.transport.tcp.TCPTransport.exportObject(Unknown Source) 	at sun.rmi.transport.tcp.TCPEndpoint.exportObject(Unknown Source) 	at sun.rmi.transport.LiveRef.exportObject(Unknown Source) 	at sun.rmi.server.UnicastServerRef.exportObject(Unknown Source) 	at sun.rmi.registry.RegistryImpl.setup(Unknown Source) 	at sun.rmi.registry.RegistryImpl.<init>(Unknown Source) 	at java.rmi.registry.LocateRegistry.createRegistry(Unknown Source) 	at org.apache.activemq.broker.jmx.ManagementContext.createConnector(ManagementContext.java:365) 	at org.apache.activemq.broker.jmx.ManagementContext.findMBeanServer(ManagementContext.java:293) 	at org.apache.activemq.broker.jmx.ManagementContext.getMBeanServer(ManagementContext.java:148) 	at org.apache.activemq.broker.jmx.ManagementContext.start(ManagementContext.java:77) 	at org.apache.activemq.broker.BrokerService.start(BrokerService.java:441) 	at org.apache.activemq.transport.vm.VMTransportFactory.doCompositeConnect(VMTransportFactory.java:119) 	at org.apache.activemq.transport.vm.VMTransportFactory.doConnect(VMTransportFactory.java:53) 	at org.apache.activemq.transport.TransportFactory.doConnect(TransportFactory.java:47) 	at org.apache.activemq.transport.TransportFactory.connect(TransportFactory.java:76) 	at org.apache.activemq.ActiveMQConnectionFactory.createTransport(ActiveMQConnectionFactory.java:235) 	at org.apache.activemq.ActiveMQConnectionFactory.createActiveMQConnection(ActiveMQConnectionFactory.java:250) 	at org.apache.activemq.ActiveMQConnectionFactory.createActiveMQConnection(ActiveMQConnectionFactory.java:222) 	at org.apache.activemq.ActiveMQConnectionFactory.createConnection(ActiveMQConnectionFactory.java:170) 	at org.apache.activemq.pool.PooledConnectionFactory.createConnection(PooledConnectionFactory.java:125) 	at org.apache.activemq.pool.PooledConnectionFactory.createConnection(PooledConnectionFactory.java:110) 	at org.apache.activemq.pool.PooledConnectionFactory.createConnection(PooledConnectionFactory.java:86) 	at org.springframework.jms.support.JmsAccessor.createConnection(JmsAccessor.java:184) 	at org.springframework.jms.core.JmsTemplate.execute(JmsTemplate.java:461) 	at org.springframework.jms.core.JmsTemplate.send(JmsTemplate.java:548) 	at org.apache.camel.component.jms.JmsProducer.process(JmsProducer.java:227) 	at org.apache.camel.processor.MulticastProcessor.process(MulticastProcessor.java:190) 	at org.apache.camel.processor.RecipientList.sendToRecipientList(RecipientList.java:75) 	at org.apache.camel.processor.RecipientList.process(RecipientList.java:59) 	at org.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:50) 	at org.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:79) 	at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:84) 	at org.apache.camel.impl.converter.AsyncProcessorTypeConverter$ProcessorToAsyncProcessorBridge.process(AsyncProcessorTypeConverter.java:43) 	at org.apache.camel.processor.Pipeline.process(Pipeline.java:115) 	at org.apache.camel.processor.Pipeline.process(Pipeline.java:89) 	at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:41) 	at org.apache.camel.processor.Pipeline.process(Pipeline.java:57) 	at org.apache.camel.processor.MulticastProcessor.process(MulticastProcessor.java:190) 	at org.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:50) 	at org.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:79) 	at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:84) 	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:75) 	at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:172) 	at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:93) 	at org.apache.camel.processor.Pipeline.process(Pipeline.java:115) 	at org.apache.camel.processor.Pipeline.process(Pipeline.java:89) 	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:63) 	at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:41) 	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:50) 	at org.apache.camel.processor.DelegateProcessor.processNext(DelegateProcessor.java:50) 	at org.apache.camel.processor.DelegateProcessor.proceed(DelegateProcessor.java:79) 	at org.apache.camel.processor.interceptor.TraceInterceptor.process(TraceInterceptor.java:84) 	at org.apache.camel.impl.converter.AsyncProcessorTypeConverter$ProcessorToAsyncProcessorBridge.process(AsyncProcessorTypeConverter.java:43) 	at org.apache.camel.processor.UnitOfWorkProcessor.process(UnitOfWorkProcessor.java:47) 	at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:41) 	at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:66) 	at org.apache.camel.component.timer.TimerConsumer.sendTimerExchange(TimerConsumer.java:98) 	at org.apache.camel.component.timer.TimerConsumer$1.run(TimerConsumer.java:49) 	at java.util.TimerThread.mainLoop(Unknown Source) 	at java.util.TimerThread.run(Unknown Source)  Here is the route   <?xml version="1.0" encoding="UTF-8"?> <beans xmlns="http://www.springframework.org/schema/beans" 	xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns:context="http://www.springframework.org/schema/context" 	xsi:schemaLocation="        http://www.springframework.org/schema/beans         http://www.springframework.org/schema/beans/spring-beans-2.5.xsd        http://www.springframework.org/schema/context         http://www.springframework.org/schema/context/spring-context-2.5.xsd        http://activemq.apache.org/camel/schema/spring         http://activemq.apache.org/camel/schema/spring/camel-spring.xsd">  	<!--  ActiveMQ brokerURL using VM protocol --> 	<bean id="jms" class="org.apache.activemq.camel.component.ActiveMQComponent"> 		<property name="brokerURL" value="vm://localhost:61616?broker.persistent=false" /> 	</bean>  	<bean id="camelTracer" class="org.apache.camel.processor.interceptor.Tracer"> 		<property name="traceExceptions" value="false" /> 		<property name="traceInterceptors" value="true" /> 		<property name="logLevel" value="DEBUG" /> 		<property name="logName" value="com.xpectis.tracker" /> 	</bean>  	<bean id="traceFormatter" class="org.apache.camel.processor.interceptor.TraceFormatter"> 		<property name="showBody" value="true" /> 		<property name="showHeaders" value="true" /> 		<property name="showBodyType" value="false" /> 		<property name="showBreadCrumb" value="false" /> 	</bean>  	<bean id="myXstreamDataFormat" class="com.xpectis.model.Formatter" 		factory-method="createInstance"> 		<constructor-arg value="com.xpectis.model.StockPrice" /> 	</bean>  	<bean id="stockPriceGenerator" class="com.xpectis.service.common.impl.StockPriceGenerator" />  	<camelContext id="camel" trace="true" 		xmlns="http://activemq.apache.org/camel/schema/spring"> 		<jmxAgent id="agent" createConnector="true" />  		<route> 			<from uri="timer:generateStockPrice?fixedRate=true&delay=100&period=60000" /> 			<to uri="bean:stockPriceGenerator" /> 			<marshal ref="myXstreamDataFormat" /> 			<splitter> 				<xpath>//price</xpath> 				<setHeader headerName="stock"> 					<xpath>//price/@stock</xpath> 				</setHeader> 				<recipientList> 					<simple>jms:topic:STOCK.${in.header.stock}</simple> 				</recipientList> 			</splitter> 		</route> 	</camelContext> </beans>,The error is not generated when I disable the jmx agent in camel context : <!-- <jmxAgent id="agent" createConnector="true" /> -->. This seems to happen actually in activemq  not in camel (org.apache.activemq.broker.jmx.ManagementContext.createConnector).  It looks like activemq is creating a new RMI registry when one already exists in the same VM (see the call to sun.rmi.registry.RegistryImpl's constructor). That said  I cannot reproduce this with 1.5. In camel-example-spring-jms  setting in log4j.properties both: log4j.logger.org.apache.camel=DEBUG log4j.logger.org.apache.activemq=DEBUG  ... does not give the error you described. Could you please try 1.5.0-RC1? Or RC2 if you wait until tomorrow.. Closing all 1.5.0 issues. 
Bug,Willem Jiang,2008-10-27T08:30:13+0000,1225096213,The toString() codes of  ConvertBodyType   public String toString() {         return "convertBodyTo[" + getType() + "]";  }    if the ConvertBodyType's  typeClass member is set  the toString() method will not not reflect that.  Here is the mail thread which talks about it. http://markmail.org/message/irikh3gxsff6vnlg?q=Problems+with+convertBodyTo+in+Java+DSL,Closing all 1.5.0 issues. 
